AvgStoryQ	MinStoryQ	MinCosSim	MinVariance	CCAMatchCount	CCAArtMatchRatio	CCAAvgMatchWgt	CCAAvgCosSim	ConceptCosSim	EntityCosSim	KeywordCosSim	ConceptJaccardSim	EntityJaccardSim	KeywordJaccardSim	TimeDiff	CoreTimeDiff	ExtractedDateJaccardSim	MatchingDateCount	MatchingDateRatio	CategorySim	HasSameLocation	DummyVar	ShouldMerge	Language pair
c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	c	d	string
																						class	meta
28.500	17.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-deu	
28.500	17.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-deu	
25.500	11.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-eng	
25.500	11.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-eng	
40.000	40.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-	
40.000	40.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-	
39.000	38.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-deu	
39.000	38.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-deu	
27.500	15.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-zho	
27.500	15.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-zho	
29.000	18.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-zho	
29.000	18.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-zho	
27.500	15.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-spa	
27.500	15.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-spa	
28.500	17.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-zho	
28.500	17.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-zho	
17.000	16.000	0.665	0.233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	535.942	955.083	?	0.000	0.000	0.000	0.000	1.000	no	eng-zho	
38.000	36.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-deu	
22.500	9.000	0.542	0.115	35.000	0.269	47.543	0.708	0.171	0.307	0.080	0.090	0.130	0.068	80.847	68.886	?	0.000	0.000	0.000	1.000	1.000	no	deu-spa	
30.000	12.000	0.559	0.160	0.000	0.000	0.000	0.000	0.001	0.004	0.000	0.011	0.027	0.000	393.645	406.983	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
30.000	12.000	0.411	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	83.166	97.800	0.000	0.000	0.000	0.000	?	1.000	no	deu-eng	
30.000	12.000	?	?	0.000	0.000	0.000	0.000	?	?	?	?	?	?	?	?	?	0.000	0.000	0.000	?	1.000	no	-deu	
34.000	20.000	0.763	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	271.405	527.517	?	0.000	0.000	0.000	?	1.000	no	deu-zho	
39.500	31.000	0.730	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	586.360	1110.250	?	0.000	0.000	0.000	0.000	1.000	no	deu-zho	
39.000	26.000	0.623	0.289	0.000	0.000	0.000	0.000	0.002	0.003	0.002	0.031	0.054	0.017	12.542	59.200	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-zho	
17.500	9.000	0.481	0.289	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.011	0.029	0.000	219.394	374.733	0.000	0.000	0.000	0.000	0.000	1.000	yes	slv-zho	
9.000	1.000	0.446	0.642	0.000	0.000	0.000	0.000	0.634	0.592	0.678	0.276	0.244	0.304	13.459	18.717	0.875	2.000	0.833	0.000	0.000	1.000	yes	eng-eng	
9.000	1.000	0.454	0.642	33.000	0.042	77.636	0.510	0.680	0.801	0.607	0.272	0.326	0.224	10.212	16.950	0.500	1.000	0.667	0.000	0.000	1.000	yes	eng-eng	
1.000	1.000	0.446	0.794	0.000	0.000	0.000	0.000	0.817	0.847	0.811	0.271	0.263	0.277	3.247	1.767	0.667	1.000	0.800	0.000	1.000	1.000	yes	eng-eng	
19.500	17.000	0.598	0.548	51.000	0.096	93.216	0.706	0.879	0.934	0.852	0.583	0.500	0.667	5.094	0.283	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
11.500	1.000	0.446	0.548	0.000	0.000	0.000	0.000	0.626	0.647	0.632	0.250	0.216	0.277	18.553	19.000	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
25.500	22.000	0.672	0.423	28.000	0.070	92.429	0.756	0.775	0.914	0.704	0.493	0.438	0.538	2.908	0.133	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
15.000	1.000	0.446	0.423	0.000	0.000	0.000	0.000	0.581	0.625	0.565	0.212	0.229	0.200	21.461	18.867	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
21.500	14.000	0.606	0.423	55.000	0.116	89.727	0.733	0.869	0.907	0.851	0.405	0.308	0.500	6.867	0.333	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
7.500	1.000	0.446	0.633	0.000	0.000	0.000	0.000	0.602	0.585	0.623	0.250	0.250	0.250	14.594	18.533	0.714	1.000	0.800	0.000	0.000	1.000	yes	eng-eng	
23.000	17.000	0.547	0.423	30.000	0.036	94.933	0.665	0.717	0.730	0.714	0.455	0.368	0.538	3.111	1.150	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
26.500	24.000	0.645	0.423	35.000	0.041	96.343	0.718	0.720	0.744	0.709	0.514	0.576	0.463	4.414	0.700	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
12.500	1.000	0.446	0.585	0.000	0.000	0.000	0.000	0.551	0.526	0.579	0.247	0.275	0.224	17.047	18.167	0.500	1.000	0.700	0.000	1.000	1.000	yes	eng-eng	
24.000	19.000	0.655	0.357	7.000	0.032	93.714	0.733	0.546	0.745	0.445	0.366	0.368	0.364	2.698	0.433	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
10.000	1.000	0.446	0.357	0.000	0.000	0.000	0.000	0.396	0.451	0.369	0.220	0.214	0.224	18.763	18.433	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
30.500	29.000	0.750	0.423	36.000	0.078	94.972	0.754	0.828	0.893	0.802	0.521	0.412	0.622	0.231	0.183	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
44.500	32.000	0.750	0.198	13.000	0.052	94.538	0.837	0.647	0.729	0.620	0.377	0.407	0.357	1.185	0.100	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
43.000	29.000	0.760	0.198	1.000	0.004	96.000	0.786	0.680	0.634	0.705	0.379	0.360	0.390	0.953	0.083	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
36.000	15.000	0.732	0.198	19.000	0.147	94.947	0.830	0.817	0.780	0.829	0.375	0.273	0.462	0.650	0.067	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
22.000	15.000	0.732	0.423	0.000	0.000	0.000	0.000	0.597	0.502	0.641	0.349	0.368	0.333	0.304	0.017	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
36.000	15.000	0.632	0.198	0.000	0.000	0.000	0.000	0.256	0.378	0.205	0.165	0.235	0.118	20.056	18.500	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
22.000	15.000	0.632	0.423	6.000	0.019	83.833	0.691	0.517	0.575	0.507	0.231	0.268	0.200	21.009	18.417	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
35.000	13.000	0.667	0.198	0.000	0.000	0.000	0.000	0.274	0.402	0.221	0.151	0.200	0.118	17.590	18.083	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
21.000	13.000	0.667	0.423	0.000	0.000	0.000	0.000	0.482	0.606	0.411	0.217	0.268	0.176	18.543	18.000	?	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
50.000	43.000	0.895	0.175	0.000	0.000	0.000	0.000	0.418	0.291	0.459	0.271	0.280	0.267	0.682	0.283	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
36.000	29.000	0.760	0.175	5.000	0.027	92.400	0.799	0.466	0.563	0.430	0.360	0.400	0.333	0.272	0.200	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
46.500	36.000	0.884	0.198	0.000	0.000	0.000	0.000	0.225	0.350	0.171	0.186	0.444	0.096	1.460	0.533	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
32.500	29.000	0.760	0.218	6.000	0.059	90.833	0.806	0.424	0.623	0.306	0.215	0.333	0.154	0.506	0.617	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
26.000	23.000	0.734	0.423	14.000	0.058	91.286	0.687	0.425	0.629	0.332	0.289	0.407	0.224	0.844	0.467	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
41.500	26.000	0.683	0.198	7.000	0.009	88.286	0.797	0.254	0.527	0.140	0.155	0.290	0.075	0.810	0.083	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
27.500	26.000	0.683	0.423	36.000	0.049	89.139	0.732	0.440	0.839	0.219	0.196	0.316	0.111	0.143	0.000	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
46.500	36.000	0.894	0.198	26.000	0.172	96.923	0.913	0.470	0.526	0.451	0.357	0.357	0.357	0.403	0.583	?	0.000	0.000	0.000	1.000	1.000	yes	eng-eng	
32.500	29.000	0.760	0.201	0.000	0.000	0.000	0.000	0.428	0.522	0.378	0.317	0.371	0.277	0.550	0.500	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
38.000	19.000	0.637	0.198	19.000	0.031	80.526	0.741	0.299	0.433	0.249	0.183	0.250	0.140	0.108	0.733	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-spa	
24.000	19.000	0.637	0.423	14.000	0.023	83.571	0.686	0.417	0.758	0.248	0.250	0.282	0.224	1.061	0.650	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
53.000	49.000	0.895	0.119	0.000	0.000	0.000	0.000	0.303	0.413	0.267	0.203	0.391	0.118	0.340	0.783	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
39.000	29.000	0.760	0.119	0.000	0.000	0.000	0.000	0.375	0.602	0.281	0.244	0.400	0.154	0.613	0.700	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
34.500	12.000	0.686	0.198	0.000	0.000	0.000	0.000	0.260	0.324	0.236	0.152	0.172	0.140	0.387	0.000	0.000	0.000	0.000	0.000	?	1.000	yes	eng-eng	
20.500	12.000	0.686	0.423	1.000	0.013	72.000	0.769	0.406	0.559	0.322	0.224	0.222	0.224	0.567	0.083	0.000	0.000	0.000	0.000	?	1.000	yes	eng-eng	
25.000	1.000	0.475	0.119	3.000	0.003	81.333	0.691	0.264	0.525	0.134	0.196	0.316	0.111	26.790	15.533	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
15.000	1.000	0.475	0.423	14.000	0.012	74.929	0.624	0.424	0.738	0.221	0.231	0.300	0.176	27.403	16.233	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
56.500	49.000	0.938	0.053	0.000	0.000	0.000	0.000	0.312	0.559	0.202	0.236	0.389	0.132	0.021	0.083	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
46.500	29.000	0.760	0.053	0.000	0.000	0.000	0.000	0.343	0.405	0.308	0.273	0.333	0.224	0.634	0.617	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
63.000	62.000	0.912	0.053	3.000	0.012	95.000	0.978	0.576	0.705	0.514	0.392	0.471	0.333	0.440	0.450	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
45.500	29.000	0.760	0.141	0.000	0.000	0.000	0.000	0.396	0.449	0.371	0.275	0.313	0.250	0.194	0.167	?	0.000	0.000	0.000	0.000	1.000	yes	eng-eng	
10.000	9.000	0.423	0.320	26.000	0.138	85.423	0.688	0.907	0.921	0.895	0.463	0.463	0.463	9.302	10.467	?	0.000	0.000	0.000	?	1.000	yes	eng-eng	
14.500	10.000	0.519	0.207	78.000	0.276	58.615	0.765	0.630	0.712	0.520	0.161	0.348	0.051	1.099	4.400	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-spa	
16.500	10.000	0.590	0.487	40.000	0.167	67.400	0.671	0.386	0.716	0.107	0.176	0.333	0.053	7.924	0.350	0.000	0.000	0.000	0.000	?	1.000	yes	eng-spa	
15.000	11.000	0.506	0.150	0.000	0.000	0.000	0.000	0.014	0.000	0.018	0.031	0.000	0.036	34.735	38.267	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
15.000	11.000	0.506	0.244	8.000	0.033	37.750	0.535	0.015	0.000	0.025	0.016	0.000	0.026	4.626	8.167	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
12.000	12.000	0.512	0.230	37.000	0.206	27.811	0.760	0.503	0.629	0.383	0.254	0.261	0.250	5.426	12.817	0.000	0.000	0.000	0.000	?	1.000	yes	deu-eng	
10.000	7.000	0.453	0.284	0.000	0.000	0.000	0.000	0.098	0.185	0.058	0.073	0.051	0.093	18.074	1.950	?	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
11.500	11.000	0.672	0.471	15.000	0.158	21.667	0.683	0.006	0.023	0.000	0.010	0.026	0.000	76.576	267.367	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
22.500	21.000	0.685	0.094	8.000	0.050	68.375	0.786	0.468	0.846	0.309	0.187	0.450	0.091	4.216	0.850	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
19.500	9.000	0.469	0.082	0.000	0.000	0.000	0.000	0.002	0.019	0.000	0.012	0.040	0.000	21.782	171.550	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
7.500	6.000	0.370	0.323	22.000	0.088	61.727	0.591	0.608	0.882	0.172	0.348	0.714	0.111	33.653	34.117	?	0.000	0.000	0.000	?	1.000	yes	deu-spa	
8.500	4.000	0.373	0.246	0.000	0.000	0.000	0.000	0.073	0.000	0.099	0.048	0.000	0.071	31.135	41.133	1.000	1.000	1.000	0.000	0.000	1.000	no	eng-spa	
18.500	10.000	0.497	0.213	41.000	0.259	76.610	0.810	0.681	0.783	0.629	0.250	0.250	0.250	31.406	14.917	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
11.500	5.000	0.390	0.168	12.000	0.164	23.333	0.722	0.002	0.005	0.000	0.012	0.028	0.000	2.293	3.717	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
14.000	9.000	0.388	0.258	22.000	0.175	81.682	0.667	0.202	0.572	0.048	0.098	0.171	0.053	7.790	11.333	0.950	2.000	0.969	0.000	0.000	1.000	yes	eng-spa	
11.000	10.000	0.539	0.184	23.000	0.277	37.739	0.781	0.613	0.901	0.483	0.222	0.375	0.189	13.246	10.450	?	0.000	0.000	0.000	0.000	1.000	yes	deu-spa	
17.000	16.000	0.623	0.105	30.000	0.250	86.533	0.916	0.256	0.595	0.060	0.086	0.222	0.038	11.083	6.383	?	0.000	0.000	0.000	1.000	1.000	yes	deu-spa	
18.000	7.000	0.427	0.229	30.000	0.118	91.067	0.802	0.404	0.692	0.320	0.140	0.188	0.111	39.638	255.117	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
18.500	8.000	0.465	0.020	44.000	0.419	67.227	0.829	0.232	0.679	0.060	0.057	0.065	0.053	21.376	1.217	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
14.500	14.000	0.503	0.105	6.000	0.033	49.833	0.736	0.381	0.816	0.327	0.236	0.273	0.227	3.241	2.500	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
16.500	12.000	0.510	0.240	29.000	0.145	75.897	0.767	0.189	0.819	0.079	0.079	0.100	0.071	14.249	18.217	0.000	0.000	0.000	0.000	?	1.000	yes	deu-eng	
22.500	16.000	0.740	0.330	25.000	0.126	53.960	0.776	0.422	0.780	0.004	0.120	0.303	0.017	16.739	1.500	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-spa	
17.000	13.000	0.521	0.046	4.000	0.063	24.000	0.731	0.053	0.000	0.068	0.042	0.000	0.079	2.217	3.783	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
12.500	12.000	0.571	0.174	35.000	0.203	28.429	0.798	0.012	0.000	0.019	0.013	0.000	0.020	28.491	9.750	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
15.500	13.000	0.601	0.123	4.000	0.023	79.250	0.811	0.461	0.818	0.279	0.242	0.571	0.154	1.905	0.333	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
12.500	11.000	0.491	0.259	8.000	0.062	19.000	0.717	0.016	0.000	0.027	0.021	0.000	0.034	195.493	259.450	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
12.000	7.000	0.488	0.204	32.000	0.114	56.125	0.703	0.103	0.156	0.081	0.140	0.188	0.111	35.577	44.100	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
10.500	9.000	0.450	0.233	2.000	0.010	32.000	0.824	0.419	0.858	0.136	0.101	0.140	0.071	7.630	269.467	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
6.500	5.000	0.386	0.306	19.000	0.162	32.000	0.555	0.050	0.221	0.008	0.047	0.085	0.017	31.456	58.183	0.000	0.000	0.000	0.000	1.000	1.000	no	eng-spa	
18.500	15.000	0.469	0.023	67.000	0.182	52.716	0.821	0.481	0.695	0.274	0.298	0.391	0.235	0.395	0.700	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-spa	
18.500	9.000	0.637	0.402	0.000	0.000	0.000	0.000	0.007	0.045	0.000	0.012	0.043	0.000	47.019	46.767	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
14.000	7.000	0.413	0.168	42.000	0.184	71.619	0.611	0.115	0.190	0.106	0.082	0.143	0.053	17.622	40.733	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
16.000	6.000	0.549	0.140	0.000	0.000	0.000	0.000	0.018	0.000	0.020	0.028	0.000	0.034	35.970	2.633	0.000	0.000	0.000	0.000	?	1.000	no	deu-spa	
16.500	15.000	0.558	0.189	58.000	0.241	67.448	0.724	0.662	0.699	0.658	0.289	0.444	0.204	1.932	1.483	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-spa	
14.000	5.000	0.412	0.331	68.000	0.075	73.265	0.666	0.419	0.615	0.058	0.184	0.333	0.071	44.445	74.450	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-spa	
7.000	6.000	0.430	0.288	15.000	0.158	51.667	0.705	0.465	0.739	0.106	0.176	0.277	0.091	62.913	55.533	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-spa	
15.500	4.000	0.382	0.285	0.000	0.000	0.000	0.000	0.143	0.000	0.194	0.037	0.000	0.071	70.782	7.500	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
9.500	7.000	0.385	0.327	96.000	0.190	40.479	0.678	0.536	0.839	0.192	0.235	0.290	0.200	3.898	4.017	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
17.000	11.000	0.707	0.327	0.000	0.000	0.000	0.000	0.060	0.020	0.064	0.051	0.048	0.053	22.666	14.883	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
11.000	7.000	0.416	0.329	20.000	0.179	22.650	0.475	0.007	0.001	0.026	0.021	0.026	0.018	124.530	69.000	?	0.000	0.000	0.000	?	1.000	no	eng-spa	
17.000	16.000	0.430	0.273	92.000	0.601	70.533	0.636	0.450	0.574	0.445	0.127	0.160	0.111	4.616	0.983	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
9.500	8.000	0.449	0.281	4.000	0.027	67.250	0.655	0.723	0.686	0.740	0.277	0.250	0.304	43.887	20.517	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
12.500	11.000	0.528	0.277	10.000	0.058	43.300	0.802	0.000	0.000	0.000	0.000	0.000	0.000	169.419	9.000	?	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
38.500	37.000	0.500	0.250	943.000	0.518	62.453	0.722	0.337	0.451	0.319	0.308	0.400	0.250	7.377	1.400	0.920	1.000	0.913	0.000	0.000	1.000	yes	eng-spa	
14.500	11.000	0.477	0.183	6.000	0.025	65.167	0.771	0.641	0.811	0.561	0.205	0.407	0.087	23.716	9.000	0.000	0.000	0.000	0.000	?	1.000	yes	deu-eng	
14.500	12.000	0.625	0.545	34.000	0.142	43.882	0.661	0.004	0.019	0.000	0.024	0.091	0.000	5.396	67.817	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
22.000	22.000	0.424	0.181	55.000	0.207	92.327	0.700	0.570	0.779	0.412	0.297	0.349	0.250	32.482	2.550	0.500	1.000	0.714	0.000	1.000	1.000	yes	eng-spa	
13.000	7.000	0.404	0.327	0.000	0.000	0.000	0.000	0.006	0.000	0.021	0.026	0.000	0.034	38.125	29.050	0.000	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
10.500	10.000	0.438	0.270	60.000	0.561	60.083	0.705	0.157	0.318	0.073	0.076	0.114	0.053	77.331	37.767	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
12.500	4.000	0.384	0.079	4.000	0.026	29.000	0.756	0.027	0.000	0.039	0.043	0.000	0.071	14.379	13.917	?	0.000	0.000	0.000	?	1.000	no	deu-spa	
17.000	8.000	0.447	0.019	40.000	0.250	87.800	0.831	0.264	0.428	0.245	0.132	0.188	0.108	3.587	10.933	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
10.500	8.000	0.458	0.248	23.000	0.139	43.957	0.748	0.800	0.810	0.800	0.190	0.125	0.200	19.397	167.550	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
14.500	10.000	0.581	0.463	63.000	0.315	89.492	0.713	0.570	0.898	0.430	0.224	0.269	0.200	24.789	40.867	0.000	0.000	0.000	0.000	1.000	1.000	yes	eng-spa	
14.000	10.000	0.571	0.305	23.000	0.154	45.304	0.588	0.159	0.000	0.203	0.067	0.000	0.111	5.602	3.911	1.000	1.000	1.000	0.000	0.000	1.000	no	eng-spa	
9.500	6.000	0.445	0.164	12.000	0.154	50.000	0.745	0.386	0.689	0.231	0.194	0.438	0.118	13.185	4.550	0.500	1.000	0.667	0.000	?	1.000	yes	eng-spa	
16.500	12.000	0.615	0.266	5.000	0.046	27.000	0.690	0.001	0.000	0.001	0.013	0.000	0.018	87.601	283.967	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
8.500	8.000	0.454	0.245	10.000	0.116	32.600	0.770	0.685	0.796	0.183	0.146	0.227	0.077	80.372	55.417	0.000	0.000	0.000	0.000	1.000	1.000	no	deu-spa	
14.500	13.000	0.386	0.152	0.000	0.000	0.000	0.000	0.020	0.000	0.037	0.037	0.000	0.054	2.654	1.983	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
20.000	16.000	0.592	0.115	60.000	0.241	76.400	0.858	0.439	0.735	0.362	0.145	0.235	0.111	2.407	2.333	?	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
13.500	13.000	0.555	0.324	53.000	0.393	35.849	0.571	0.508	0.541	0.513	0.138	0.192	0.111	144.519	47.850	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
14.500	6.000	0.450	0.259	2.000	0.033	9.500	0.692	0.104	0.000	0.139	0.026	0.000	0.053	9.799	5.783	?	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
15.000	8.000	0.637	0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32.663	181.383	?	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
21.000	17.000	0.503	0.031	15.000	0.094	88.933	0.901	0.412	0.820	0.193	0.136	0.280	0.071	0.896	29.783	?	0.000	0.000	0.000	?	1.000	yes	deu-eng	
10.500	5.000	0.406	0.158	17.000	0.333	56.882	0.715	0.096	0.168	0.082	0.077	0.086	0.071	8.553	16.850	?	0.000	0.000	0.000	0.000	1.000	no	eng-spa	
10.500	6.000	0.436	0.310	29.000	0.392	41.103	0.678	0.512	0.499	0.520	0.333	0.371	0.304	42.384	3.433	?	0.000	0.000	0.000	1.000	1.000	yes	eng-spa	
6.500	4.000	0.400	0.297	16.000	0.118	86.875	0.670	0.400	0.428	0.394	0.117	0.071	0.154	35.063	37.617	?	0.000	0.000	0.000	?	1.000	yes	eng-spa	
18.000	17.000	0.517	0.304	93.000	0.389	48.344	0.789	0.198	0.887	0.097	0.108	0.333	0.071	15.505	18.950	?	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
11.500	8.000	0.461	0.108	3.000	0.032	41.333	0.754	0.220	0.235	0.234	0.113	0.160	0.091	15.222	24.700	?	0.000	0.000	0.000	?	1.000	yes	deu-spa	
12.000	10.000	0.469	0.181	45.000	0.413	94.089	0.801	0.542	0.709	0.303	0.189	0.325	0.091	35.696	2.450	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
10.500	9.000	0.582	0.362	9.000	0.130	53.111	0.757	0.009	0.000	0.011	0.013	0.000	0.017	92.630	38.783	0.000	0.000	0.000	0.000	?	1.000	no	deu-eng	
27.000	22.000	0.566	0.128	64.000	0.272	77.594	0.878	0.553	0.711	0.422	0.190	0.200	0.188	4.226	24.317	0.000	0.000	0.000	0.000	?	1.000	yes	deu-eng	
10.500	7.000	0.459	0.352	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.151	15.333	0.000	0.000	0.000	0.000	?	1.000	no	eng-spa	
12.000	10.000	0.507	0.225	19.000	0.136	87.737	0.719	0.646	0.746	0.571	0.250	0.364	0.154	15.033	12.650	0.000	0.000	0.000	0.000	0.000	1.000	yes	deu-eng	
6.500	4.000	0.375	0.254	14.000	0.163	12.857	0.635	0.029	0.000	0.037	0.022	0.000	0.034	1.749	0.833	?	0.000	0.000	0.000	?	1.000	no	deu-spa	
15.500	14.000	0.595	0.456	81.000	0.230	75.938	0.679	0.525	0.759	0.221	0.191	0.353	0.091	3.483	0.500	0.000	0.000	0.000	0.000	0.000	1.000	yes	eng-spa	
16.000	15.000	0.556	0.505	111.000	0.519	41.550	0.687	0.676	0.890	0.585	0.200	0.200	0.200	38.215	16.933	0.000	0.000	0.000	0.000	1.000	1.000	yes	deu-eng	
11.500	7.000	0.448	0.151	10.000	0.065	22.000	0.791	0.000	0.000	0.000	0.000	0.000	0.000	9.565	47.817	0.000	0.000	0.000	0.000	0.000	1.000	no	deu-eng	
